id,font_name,family_name,foundry,country,style,weight,optical_size,width,google_equivalent,serif_angle,contrast,x_height_ratio,stroke_width,geometric_index
124923,Silka Custom Studio Cut #124923,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124924,Silka Custom Studio Cut #124924,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124925,Silka Custom Studio Cut #124925,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124926,Silka Custom Studio Cut #124926,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124927,Silka Custom Studio Cut #124927,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124928,Silka Custom Studio Cut #124928,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124929,Silka Custom Studio Cut #124929,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124930,Silka Custom Studio Cut #124930,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124931,Silka Custom Studio Cut #124931,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124932,Silka Custom Studio Cut #124932,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124933,Silka Custom Studio Cut #124933,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124934,Silka Custom Studio Cut #124934,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124935,Silka Custom Studio Cut #124935,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124936,Silka Custom Studio Cut #124936,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124937,Silka Custom Studio Cut #124937,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124938,Silka Custom Studio Cut #124938,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124939,Silka Custom Studio Cut #124939,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124940,Silka Custom Studio Cut #124940,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124941,Silka Custom Studio Cut #124941,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124942,Silka Custom Studio Cut #124942,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124943,Silka Custom Studio Cut #124943,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124944,Silka Custom Studio Cut #124944,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124945,Silka Custom Studio Cut #124945,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124946,Silka Custom Studio Cut #124946,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124947,Silka Custom Studio Cut #124947,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124948,Silka Custom Studio Cut #124948,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124949,Silka Custom Studio Cut #124949,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124950,Silka Custom Studio Cut #124950,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124951,Silka Custom Studio Cut #124951,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124952,Silka Custom Studio Cut #124952,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124953,Silka Custom Studio Cut #124953,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124954,Silka Custom Studio Cut #124954,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124955,Silka Custom Studio Cut #124955,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124956,Silka Custom Studio Cut #124956,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124957,Silka Custom Studio Cut #124957,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124958,Silka Custom Studio Cut #124958,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124959,Silka Custom Studio Cut #124959,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124960,Silka Custom Studio Cut #124960,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124961,Silka Custom Studio Cut #124961,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124962,Silka Custom Studio Cut #124962,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124963,Silka Custom Studio Cut #124963,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124964,Silka Custom Studio Cut #124964,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124965,Silka Custom Studio Cut #124965,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124966,Silka Custom Studio Cut #124966,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124967,Silka Custom Studio Cut #124967,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124968,Silka Custom Studio Cut #124968,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124969,Silka Custom Studio Cut #124969,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124970,Silka Custom Studio Cut #124970,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124971,Silka Custom Studio Cut #124971,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124972,Silka Custom Studio Cut #124972,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124973,Silka Custom Studio Cut #124973,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124974,Silka Custom Studio Cut #124974,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124975,Silka Custom Studio Cut #124975,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124976,Silka Custom Studio Cut #124976,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124977,Silka Custom Studio Cut #124977,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124978,Silka Custom Studio Cut #124978,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124979,Silka Custom Studio Cut #124979,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124980,Silka Custom Studio Cut #124980,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124981,Silka Custom Studio Cut #124981,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124982,Silka Custom Studio Cut #124982,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124983,Silka Custom Studio Cut #124983,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124984,Silka Custom Studio Cut #124984,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124985,Silka Custom Studio Cut #124985,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124986,Silka Custom Studio Cut #124986,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124987,Silka Custom Studio Cut #124987,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124988,Silka Custom Studio Cut #124988,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124989,Silka Custom Studio Cut #124989,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124990,Silka Custom Studio Cut #124990,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124991,Silka Custom Studio Cut #124991,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124992,Silka Custom Studio Cut #124992,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124993,Silka Custom Studio Cut #124993,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124994,Silka Custom Studio Cut #124994,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124995,Silka Custom Studio Cut #124995,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124996,Silka Custom Studio Cut #124996,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124997,Silka Custom Studio Cut #124997,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124998,Silka Custom Studio Cut #124998,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
124999,Silka Custom Studio Cut #124999,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125000,Silka Custom Studio Cut #125000,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125001,Silka Custom Studio Cut #125001,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125002,Silka Custom Studio Cut #125002,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125003,Silka Custom Studio Cut #125003,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125004,Silka Custom Studio Cut #125004,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125005,Silka Custom Studio Cut #125005,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125006,Silka Custom Studio Cut #125006,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125007,Silka Custom Studio Cut #125007,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125008,Silka Custom Studio Cut #125008,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125009,Silka Custom Studio Cut #125009,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125010,Silka Custom Studio Cut #125010,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125011,Silka Custom Studio Cut #125011,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125012,Silka Custom Studio Cut #125012,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125013,Silka Custom Studio Cut #125013,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125014,Silka Custom Studio Cut #125014,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125015,Silka Custom Studio Cut #125015,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125016,Silka Custom Studio Cut #125016,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125017,Silka Custom Studio Cut #125017,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125018,Silka Custom Studio Cut #125018,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125019,Silka Custom Studio Cut #125019,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125020,Silka Custom Studio Cut #125020,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125021,Silka Custom Studio Cut #125021,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125022,Silka Custom Studio Cut #125022,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125023,Silka Custom Studio Cut #125023,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125024,Silka Custom Studio Cut #125024,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125025,Silka Custom Studio Cut #125025,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125026,Silka Custom Studio Cut #125026,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125027,Silka Custom Studio Cut #125027,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125028,Silka Custom Studio Cut #125028,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125029,Silka Custom Studio Cut #125029,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125030,Silka Custom Studio Cut #125030,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125031,Silka Custom Studio Cut #125031,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125032,Silka Custom Studio Cut #125032,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125033,Silka Custom Studio Cut #125033,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125034,Silka Custom Studio Cut #125034,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125035,Silka Custom Studio Cut #125035,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125036,Silka Custom Studio Cut #125036,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125037,Silka Custom Studio Cut #125037,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125038,Silka Custom Studio Cut #125038,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125039,Silka Custom Studio Cut #125039,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125040,Silka Custom Studio Cut #125040,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125041,Silka Custom Studio Cut #125041,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125042,Silka Custom Studio Cut #125042,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125043,Silka Custom Studio Cut #125043,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125044,Silka Custom Studio Cut #125044,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125045,Silka Custom Studio Cut #125045,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125046,Silka Custom Studio Cut #125046,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125047,Silka Custom Studio Cut #125047,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125048,Silka Custom Studio Cut #125048,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125049,Silka Custom Studio Cut #125049,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125050,Silka Custom Studio Cut #125050,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125051,Silka Custom Studio Cut #125051,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125052,Silka Custom Studio Cut #125052,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125053,Silka Custom Studio Cut #125053,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125054,Silka Custom Studio Cut #125054,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125055,Silka Custom Studio Cut #125055,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125056,Silka Custom Studio Cut #125056,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125057,Silka Custom Studio Cut #125057,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125058,Silka Custom Studio Cut #125058,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125059,Silka Custom Studio Cut #125059,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125060,Silka Custom Studio Cut #125060,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125061,Silka Custom Studio Cut #125061,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125062,Silka Custom Studio Cut #125062,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125063,Silka Custom Studio Cut #125063,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125064,Silka Custom Studio Cut #125064,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125065,Silka Custom Studio Cut #125065,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125066,Silka Custom Studio Cut #125066,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125067,Silka Custom Studio Cut #125067,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125068,Silka Custom Studio Cut #125068,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125069,Silka Custom Studio Cut #125069,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125070,Silka Custom Studio Cut #125070,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125071,Silka Custom Studio Cut #125071,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125072,Silka Custom Studio Cut #125072,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125073,Silka Custom Studio Cut #125073,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125074,Silka Custom Studio Cut #125074,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125075,Silka Custom Studio Cut #125075,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125076,Silka Custom Studio Cut #125076,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125077,Silka Custom Studio Cut #125077,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125078,Silka Custom Studio Cut #125078,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125079,Silka Custom Studio Cut #125079,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125080,Silka Custom Studio Cut #125080,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125081,Silka Custom Studio Cut #125081,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125082,Silka Custom Studio Cut #125082,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125083,Silka Custom Studio Cut #125083,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125084,Silka Custom Studio Cut #125084,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125085,Silka Custom Studio Cut #125085,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125086,Silka Custom Studio Cut #125086,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125087,Silka Custom Studio Cut #125087,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125088,Silka Custom Studio Cut #125088,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
125089,Silka Custom Studio Cut #125089,Silka,Atipo,"Gijon, Spain",Geometric,Regular 400,Studio,Normal,Montserrat,0.5,0.5,0.55,0.5,0.7
